created_at;id_str;tweet;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Sep 15 20:37:20 +0000 2023;1,70278E+18;@tiata_ @ferascorp @rizkidwika Sistem zonasi bisa bagus jika kualitas sekolah sudah merata, ini sekolah masih amburadul udah pakai sistem zonasi ya memang blm cocok. Di tambah bnyk mental koruptor, masuk sekolah lewat jalur beli bangku.;0;0;0;1;in;8,4842E+17;1,70265E+18;AiezKopites;https://twitter.com/AiezKopites/status/1702783679444222175
Fri Sep 15 17:52:35 +0000 2023;1,70274E+18;@liaoyno Survivor zonası hahahaha ay daa həqiqətən elədir;0;0;0;1;tr;1,28386E+18;1,70268E+18;teamazuula;https://twitter.com/teamazuula/status/1702742220288184356
Fri Sep 15 17:26:24 +0000 2023;1,70274E+18;Akhirnya kurang efektif dan gaadil buat anak-anak yang sebenernya worth buat dapetin masa depan yang lebih baik. Mungkin aja, di masa depan, sistem zonasi jadi sistem pengkotak-kotakan dimana ya wajar kalo anak itu punya karir dan sekolah unggul karena tinggal di lokasi tertentu.;0;1;0;0;in;9,7131E+17;1,70274E+18;FMNovendra;https://twitter.com/FMNovendra/status/1702735632077037685
Fri Sep 15 16:57:07 +0000 2023;1,70273E+18;OH MAMBAHIN, alumni juga masuk the important thing, that's why banyak org masih mengkotak2kan sebuah sekolah bahkan gak jarang manipulasi daerah tempat tinggal demi bisa lolos zonasi dan bisa melanjutkan pendidikannya ke jenjang yang lebih tinggi di PTN ternama;0;0;0;0;in;1,35844E+18;1,70272E+18;Thalassaea;https://twitter.com/Thalassaea/status/1702728260357071076
Fri Sep 15 16:43:29 +0000 2023;1,70272E+18;@JohanTenma @rizkidwika Di solving pake sistem zonasi, pada ngamuk.;0;0;0;1;in;558082374;1,70265E+18;Im_Syahpoetr4;https://twitter.com/Im_Syahpoetr4/status/1702724829697417725
Fri Sep 15 16:37:34 +0000 2023;1,70272E+18;@tiata_ @ferascorp @rizkidwika Zonasi warisan dr pk Muhadjir. Teorinya si bagus karena ky di finlandia, jepang dll menerapkan ini jg tapi ya sekolahnya harus bagus dn setara dulu. Semoga aja kedepannya ada perbaikan;0;0;0;0;in;373962942;1,70265E+18;MedinaNurainsy;https://twitter.com/MedinaNurainsy/status/1702723343823282306
Fri Sep 15 16:37:23 +0000 2023;1,70272E+18;@njuuunnnnn Makanya ak pengen masuk 20 tapi zonasi masuknya ke 10 nyinggggg;0;3;0;0;in;1,22446E+18;1,70271E+18;leeheevseung;https://twitter.com/leeheevseung/status/1702723297174233289
Fri Sep 15 16:30:34 +0000 2023;1,70272E+18;Oh the zonasi one too, kayaknya mungkin ada efeknya masih nanti tapi ngilangin stigma sekolah favorit dan bagus di masyarakat itu susah. Keliatan juga gk sih mana sekolah yg bagus mana yang kurang, apalagi dr sarpras sama tendiknya, IMO 🙏;0;1;0;1;in;1,35844E+18;1,70272E+18;Thalassaea;https://twitter.com/Thalassaea/status/1702721582354092316
Fri Sep 15 16:13:21 +0000 2023;1,70272E+18;@Masuma_Ahmad Bu shuncha bo‘las deganimas, shundan o‘tmaysiz degani, hozir bo‘y o‘sishiga tashqi omillar ta‘sir qilyapti. 19 yoshda qizlarni o‘sish zonasi yopilgan bo‘ladi, xatto o‘sish gormoni ham o‘stirmaydi.  Bo‘yiz kichkinalik qilayaptimi shunchalik?;0;1;0;1;tr;1,60164E+18;1,70269E+18;dadaxon_55;https://twitter.com/dadaxon_55/status/1702717246265598353
Fri Sep 15 16:10:02 +0000 2023;1,70272E+18;Coba kalo cita2nya mau seimbangin mutu pendidikan, supaya pada nggak ribut soal zonasi/rayon dll baru deh diacungin jempol;0;0;0;0;in;1,61381E+18;1,70272E+18;arozali691701;https://twitter.com/arozali691701/status/1702716412106838320
Fri Sep 15 15:43:35 +0000 2023;1,70271E+18;@tiata_ @ferascorp @rizkidwika Zonasi itu warisan dari menteri sebelumnya kak;0;0;0;0;in;1,51123E+18;1,70265E+18;nabilaalith;https://twitter.com/nabilaalith/status/1702709756266508696
Fri Sep 15 15:37:47 +0000 2023;1,70271E+18;@MuhamadDwieka A whole sistem kita zonasi, snbp, snbt keknya udah bagus, selalu stake holdernya yang dibawah yg bermasalah, dan “ANGGARAN PENDIDIKAN” bukan jadi prioritas pemerintah untuk saat ini;0;1;0;2;in;3885664453;1,70259E+18;hihi2403006;https://twitter.com/hihi2403006/status/1702708298645131302
Fri Sep 15 15:27:16 +0000 2023;1,70271E+18;Utk urusan UN jadi berpaket, justru itu gapapa buat gue. Yah karena ngerasa terchallenge, ada gunanya gue sekolah tuh 😭 Sekarang gara2 gk ada UN &amp  Zonasi, sekolah yg tadinya unggulan jadi downgrade bgt 😭😭😭 real bgt, SD &amp  SMP gue jd gitu soalnya 🥲;0;0;0;0;in;1,15715E+18;1,70271E+18;baramblows;https://twitter.com/baramblows/status/1702705650063781923
Fri Sep 15 15:06:31 +0000 2023;1,7027E+18;@tiata_ @rizkidwika Kebijakan zonasi bukannya dr Pak Muhadjir? Maksudnya baik, tp kl kualitas sekolahnya ga setara ya jd aneh2lah Zamanku ga zonasi2an aja yg pake cara curang biar anaknya bs masuk jg buanyaaaakkk bgt Pas SMU favorit sering ngang ngong liat byk yg lbh kacau pdhl gw NEM 3 terbawah;0;1;1;11;in;50509502;1,70265E+18;ferascorp;https://twitter.com/ferascorp/status/1702700426863472818
Fri Sep 15 15:03:57 +0000 2023;1,7027E+18;@Masuma_Ahmad Suyaklarizni o‘sish zonasi ochiq deb umid qilamiz🤭;0;1;0;0;tl;1,60164E+18;1,70269E+18;dadaxon_55;https://twitter.com/dadaxon_55/status/1702699782643331415
Fri Sep 15 15:02:41 +0000 2023;1,7027E+18;@ferascorp @rizkidwika Dan kebijakan yg sekolah zonasi itu juga zonk ga sih, jadi chaos semua, ya gitu deh kalo masuk ke pemerintahan ga bisa perfectionist gitu, banyak hal yg gila di dalemnya, makanya kita ga perlu org pinter teori tapi org yg udh emg terjun ke lapangan, realistis sm fleksible aja sih;1;5;7;86;in;1,01834E+18;1,70265E+18;tiata_;https://twitter.com/tiata_/status/1702699464681812425
Fri Sep 15 14:39:07 +0000 2023;1,70269E+18;Pendidikan tuh krusial bgt ga sii?? Kyk gue bnr2 bingung sm kebijakan skrg... anak di desaku SMK peternakan semua, ga keterima SMA grgr zonasi (pelosok mah apa atuh kaga ad sekolah disini), akhirnya lari ke SMK trs ambil jurusan yg penting keterima krn emg dh gada pilihan lg🥹🥹;0;0;0;0;in;1,21302E+18;1,70269E+18;aninnnnngils;https://twitter.com/aninnnnngils/status/1702693534586077641
Fri Sep 15 14:26:07 +0000 2023;1,70269E+18;@youalaf @tanyarlfes Sekolahku dulu pernah ada yg nyampe 57 murid sekelas. Sekarang udah gak segininya karna zonasi aja. 🙂;0;0;0;0;in;1,57224E+18;1,70261E+18;nuvolescure;https://twitter.com/nuvolescure/status/1702690262835925457
Fri Sep 15 14:12:28 +0000 2023;1,70269E+18;@sssugareats Bner jg ya, btw disini TK jg di zonasi?;0;0;0;0;in;1,48974E+18;1,70268E+18;citrinemedlar;https://twitter.com/citrinemedlar/status/1702686828644778016
Fri Sep 15 14:10:53 +0000 2023;1,70269E+18;swasta, ga keterima di negeri karna pake zonasi;0;0;0;0;in;1,38415E+18;1,70269E+18;ChocoJo_;https://twitter.com/ChocoJo_/status/1702686429367894222
Fri Sep 15 14:08:55 +0000 2023;1,70269E+18;@citrinemedlar Zonasi;0;1;0;1;in;1,68295E+18;1,70268E+18;sssugareats;https://twitter.com/sssugareats/status/1702685934280687686
Fri Sep 15 13:39:19 +0000 2023;1,70268E+18;Program Mr. Nadiem yang:  • Saya suka: a. Beasiswa S1 BIM LN b. Kampus Merdeka  • Saya tidak suka: a. Daftar sekolah sistem Zonasi  ------  Kemarin nonton Utub jeromepolin,  terxta Adeknya ga bs masuk SMA5Sby karena zonasi juga, sad. Padahal 2 Kakaknya SMA5Sby semua.;0;0;0;0;in;49465717;1,70268E+18;tomikalaza;https://twitter.com/tomikalaza/status/1702678484395647456
Fri Sep 15 13:31:31 +0000 2023;1,70268E+18;@kompascom sistem zonasi dihapus aja soalnya ga makin pinter malah makin setara kebodohannya;0;0;0;2;in;1,26511E+18;1,70228E+18;yopiyeyo_;https://twitter.com/yopiyeyo_/status/1702676522841395596
Fri Sep 15 13:12:06 +0000 2023;1,70267E+18;Program-programnya koq nganu.  Ga dibahas sampah, transportasi umum, sistem zonasi, polusi udara dll isu yg lagi ngehits padahal.;0;0;0;0;in;164088076;1,70267E+18;feetre;https://twitter.com/feetre/status/1702671632991670280
Fri Sep 15 12:52:40 +0000 2023;1,70267E+18;Terus abis itu dia nanya lagi rumah gue dimana kok bisa masuk situ, terus kaya sok banget nanyanya 'loh emang belum sistem zonasi...' gue ketawa banget, gue jawab aja 'lah gue lulus dari tahun 2018 bang' 😭😭😭;0;1;0;0;in;2870558120;1,70267E+18;heheebiw;https://twitter.com/heheebiw/status/1702666742441664543
Fri Sep 15 11:57:56 +0000 2023;1,70265E+18;Wankitr serem gini euy..  Geus lah hapus sistem zonasi zonasian.. serok eta kadinas na..;0;0;0;0;in;204709090;1,70265E+18;rwardoyo;https://twitter.com/rwardoyo/status/1702652969068708317
Fri Sep 15 11:29:40 +0000 2023;1,70265E+18;"@egoism666 Ladang korupsi tuh dari kebijakan Zonasi kek nya, soalnya di tempat ku juga gk hanya pihak sekolah yg dpt proyek"", tp pihak Desa juga sama katanya mereka ngeluarin surat domisili juga,,,""";0;0;0;2;in;1,21968E+18;1,7025E+18;woxewox;https://twitter.com/woxewox/status/1702645858494464243
Fri Sep 15 11:04:41 +0000 2023;1,70264E+18;"Turan"" Xüsusi İqtisadi Zonası yaradılır  https://t.co/KMOKpmsVJM""";0;0;0;0;tr;3569952266;1,70264E+18;sahibkarlar;https://twitter.com/sahibkarlar/status/1702639571232526438
Fri Sep 15 10:49:01 +0000 2023;1,70264E+18;@kompascom Kembalian UN aja mendingan ya... Terus PPDB pakai nilai asli jangan zonasi... Udah tu kan daripada trobosan terus tapi manfaatnya sama aja gaada... Hehe saran saja ini;0;0;0;0;in;1,48359E+18;1,70228E+18;Nisanih4;https://twitter.com/Nisanih4/status/1702635625877491742
Fri Sep 15 10:43:55 +0000 2023;1,70263E+18;sumpahhh ya,gue punya temen tuh semua di ceritain ke maminya g diceritain yg penting2 aja gitu,ya embg fyi dulu dia sekolahny dikota trus sma nya masuk zonasi yg g ditengah kota tapi jg g pinggiran ...maybe dia shock liat kelakuan anak sekolh yg sekarang,;0;1;0;0;in;1,56654E+18;1,70263E+18;jeonjeno1;https://twitter.com/jeonjeno1/status/1702634343792054309
Fri Sep 15 10:38:34 +0000 2023;1,70263E+18;tapi banyak keuntungannya jga sekolah di madrasah, gak pusing sistem zonasi, banyak event khusus madrasah, beasiswa madrasah jga banyak👍;0;0;0;0;in;1,12569E+18;1,70263E+18;ansyakala;https://twitter.com/ansyakala/status/1702632995868557653
Fri Sep 15 10:11:36 +0000 2023;1,70263E+18;Mbaknya bener, sebelum bikin program harus mikirin kondisi lapangannya dulu kayak sumber daya, aksebilitas, sarana, dll. Kalo gk gitu ya mirip2 kayak gini gonta-ganti kurikulum &amp  zonasi tp gk efektif.  Gaji guru jg rendah, kalo ketambahan tugas lagi ya wajib memberikan gaji lebih;0;1;0;1;in;1638091758;1,70263E+18;tidaadaa;https://twitter.com/tidaadaa/status/1702626210851995662
Fri Sep 15 10:05:08 +0000 2023;1,70262E+18;@butterscooths @eldiopside burung beda zonasi🤭🤭🤭;0;0;0;0;in;1,08661E+18;1,70262E+18;jumilland;https://twitter.com/jumilland/status/1702624581541146958
Fri Sep 15 09:53:34 +0000 2023;1,70262E+18;agak menyayangkan sekelas lulusan Ivy League malah bahas persoalan idiil yang ngga akan ada habis pro-kontranya padahal persoalan utama dikdasmen lebih banyak soal kesejahteraan guru, kesenjangan fasilitas &amp  transum tapi udah gerak duluan pake sistem zonasi, standar gizi &amp  higien;0;2;1;1;in;40649595;1,70262E+18;catsandkatzen;https://twitter.com/catsandkatzen/status/1702621672887754958
Fri Sep 15 09:28:31 +0000 2023;1,70262E+18;@VoyagerMachine @lavernaaaaa @kompascom Imho, zonasi spertinya dan seharusnya bisa menyelesaikan masalah ini. Kalau dilakukan sesuai programnya xixixi. Karena kasihan juga sebenernya sekolah di desa yg masih banyak penduduk (umur anak sekolah) tpi semua lari ke kota;0;0;0;0;in;1442568272;1,70228E+18;FiqiFatih;https://twitter.com/FiqiFatih/status/1702615367473099118
Fri Sep 15 08:54:24 +0000 2023;1,70261E+18;mba maudy kalo mau jadi menteri pendidikan gpp asalkan utbk dihps ganti jalur zonasi 😁😁;0;0;0;0;in;1,37393E+18;1,70261E+18;dclerrr;https://twitter.com/dclerrr/status/1702606783683215467
Fri Sep 15 08:41:47 +0000 2023;1,7026E+18;zonasi e aleman bgt, ngepit cok;0;2;0;0;in;1,23122E+18;1,7026E+18;yobalenyo;https://twitter.com/yobalenyo/status/1702603608053977413
Fri Sep 15 08:05:26 +0000 2023;1,70259E+18;@elmimuqorobin @tosenseofself Kalau anda ada waktu coba bertanya ke beberapa murid baru yang saat ini  (random) tempat tinggalnya dimana? Apakah memang sesuai zonasinya atau tidak, bagaimana mereka bisa masuk? FYI untuk yang saya tahu kalau diluar zonasi mereka sewa KK penduduk terdekat SMADA;0;1;0;0;in;85758700;1,70215E+18;ernaragil;https://twitter.com/ernaragil/status/1702594460788600925
Fri Sep 15 08:00:48 +0000 2023;1,70259E+18;@elmimuqorobin @tosenseofself Make sense. Sistem Zonasi baru berlaku mulai 2017 (kalau nggak salah). Saya juga berusaha masuk SMADA berdasar nilai NEM dan selisih sedikit sekali dari nilai terendah yang waktu itu diterima. Fair seingat saya PPDB pada masa dulu dibanding ketika mulai berlaku sistem zonasi;0;0;0;0;in;85758700;1,70215E+18;ernaragil;https://twitter.com/ernaragil/status/1702593292620476447
Fri Sep 15 07:32:38 +0000 2023;1,70259E+18;Teknologinya diratain dulu woy buat guru/murid biar g ada ketimpangan kompetensi tiap daerah. Sinyal internet ngaruh bgt minimal kasih wifi yg layak tiap sekolah khusus untuk guru. UN jgn ditiadakan, ini yg membuat penurunan ngambis buat sekolah. Tiadakan sistem sekolah zonasi.;0;0;0;1;in;1,39198E+18;1,70259E+18;eurassia__;https://twitter.com/eurassia__/status/1702586206612300178
Fri Sep 15 07:27:06 +0000 2023;1,70258E+18;@elmimuqorobin @tosenseofself Saya tidak tahu anda alumni tahun berapa.  Masuk ketika ada jalur zonasi  (yang saya maksud penuh manipulasi) ini atau almuni tahun lama (yang ketika waktu itu memang lebih fair karena berdasar nilai NEM dan prestasi);0;0;0;0;in;85758700;1,70215E+18;ernaragil;https://twitter.com/ernaragil/status/1702584812790542548
Fri Sep 15 07:08:19 +0000 2023;1,70258E+18;Itu Krn carut marut pengurusan negara  Andai sistem zonasi tanah dipertegas gak akan ada perubahan sawah menjadi zona perusaman dan industri;0;0;4;7;in;164778726;1,70258E+18;dusrimulya;https://twitter.com/dusrimulya/status/1702580085952598133
Fri Sep 15 07:01:59 +0000 2023;1,70258E+18;@noire172 Nadiem di kritik soal kebijakan sekolah sistem zonasi malah gamsu ngubah. Soalnya bukan dia yang bikin katamya.. 🥲 kalo Maudy mau ubah pilgan jadi gada dan seluruh ulangan essay, semangat para guru..;0;1;3;49;in;1,25509E+18;1,70235E+18;akusemangkaa;https://twitter.com/akusemangkaa/status/1702578493081702505
Fri Sep 15 05:45:49 +0000 2023;1,70256E+18;@auliasoebardi Ya dari atas sana gak biasa lihat bawah ya statementnya keliatan jelas. Mas Mentri aja keteteran ketika di press isu zonasi.  Teori itu bagus, sampe doi terjun langsung;0;0;1;1;in;7,04264E+17;1,70249E+18;PoernomoDanny;https://twitter.com/PoernomoDanny/status/1702559322646233332
Fri Sep 15 04:48:57 +0000 2023;1,70255E+18;Ikut sebel ih kenapa BPS penempatane lebih ngaboti zonasi;0;2;0;0;in;1019361384;1,70255E+18;waaaguung;https://twitter.com/waaaguung/status/1702545011383173331
Fri Sep 15 02:53:38 +0000 2023;1,70252E+18;@syukria_keke bukan masalah akreditasi, ini memang sudah peraturan dari menteri pendidikan. kalau akreditasi kan yang dinilai banyak tidak hanya dari siswa yg keluar apalagi sistem zonasi sekolah membludak satu kelas bisa 36 siswa sedangkan kursi sama meja kurang jadi keluar satu siswa dari…;0;0;0;0;in;1,32079E+18;1,70251E+18;lafeeruby;https://twitter.com/lafeeruby/status/1702515991648104955
Fri Sep 15 02:16:43 +0000 2023;1,70251E+18;@PolJokesID Ga ngefek malah cenderung absurd, doi pencetus sistem masuk zonasi yg akhirnya bikin kita ngedown duluan masuk sekolah favorit, ditambah penghasilan sopir angkot gegara zonasi itu tambah menurun karena jalan kaki ke sekolah udah cukup.;0;1;0;0;in;9,67728E+17;1,70232E+18;vinaoctavs;https://twitter.com/vinaoctavs/status/1702506700409020800
Fri Sep 15 02:01:00 +0000 2023;1,7025E+18;@maklumin_ IYA CUYY kalo dipikir2 lagi jatohnya kaya zonasi;0;0;0;0;in;1,16633E+18;1,7025E+18;noturcrusssh;https://twitter.com/noturcrusssh/status/1702502746807771480
Fri Sep 15 01:13:22 +0000 2023;1,70249E+18;Idenya bagus, tp banyak aspek yg harus dipertimbangkan. Apalagi yg sekolahan di kampung2, di pedalaman. Huffff...  Masalah zonasi aja blm kelar, banyak yg ga bisa sekolah karena jarak rumahnya jauh.;0;1;0;0;in;54461108;1,70249E+18;ituiteyone;https://twitter.com/ituiteyone/status/1702490757905752431
Fri Sep 15 01:00:48 +0000 2023;1,70249E+18;@Tatto26141368 @WagimanDeep212_ Itu sudah masuk zonasi dosa besar, auto diterima gak usah tes 😜;0;0;0;1;in;1,09782E+18;1,70237E+18;KangHendro2;https://twitter.com/KangHendro2/status/1702487595807314291
Fri Sep 15 00:48:32 +0000 2023;1,70248E+18;@Aateen_ @gendisdaily @iambaal_ @tanyakanrl Ok. Thanks sebelumnya. Nanya manusia ga punya etika? Jika menyamaratakan ya apa bedanya anda dengan orang² seperti itu? Makanya aku sedikit jelaskan itu mulai dari zonasi jauh sekali. https://t.co/Vg8guvON9D;0;2;0;0;in;166020223;1,70119E+18;perasakaca;https://twitter.com/perasakaca/status/1702484508245959077
Fri Sep 15 00:12:41 +0000 2023;1,70248E+18;@Aateen_ @gendisdaily @iambaal_ @tanyakanrl Iya makanya itu dr ZONASI pun jauh saya bilang. HAK CIPTA AJA PERLU BAYAR KALO MAU BAWAIN LAGU ORANG LAIN. Wajarlah KESAL, itu lagu patriot daerah kami, dr penciptaan lagu tersebut jga sangat memaksakan dan sama persis, kata²nya aja dibedain jd KAMI KESAL. Mending bntu report aja;0;2;0;0;in;166020223;1,70119E+18;perasakaca;https://twitter.com/perasakaca/status/1702475487640216024
Thu Sep 14 23:01:20 +0000 2023;1,70246E+18;@drupadawan Semestinya yang mempunyai KTP Kota Malang 🙏 krn sudah sistem zonasi;0;0;0;0;in;78619866;1,70213E+18;yusufgunawan;https://twitter.com/yusufgunawan/status/1702457530390286610
Thu Sep 14 21:57:52 +0000 2023;1,70244E+18;@zarithmar @gendisdaily @iambaal_ @tanyakanrl Iya makanya itu dari ZONASI pun jauh saya bilang. Mau itu tak sedap kek menurutmu. HAK CIPTA AJA PERLU BAYAR KALO MAU BAWAIN LAGU ORANG LAIN. Wajarlah KESAL kami dr penciptaan lagu tersebut sangat memaksakan utk ditiru makanya itu KAMI KESAL. Mending bntu report aja;0;3;0;0;in;166020223;1,70119E+18;perasakaca;https://twitter.com/perasakaca/status/1702441560577650817
Thu Sep 14 21:52:06 +0000 2023;1,70244E+18;⚠️⚠️⚠️ Sürücülər ayırıcı zolağı səhvən parklanma zonası bilərək avtomobillərini burada park edirlər. Daha sonra isə cərimə olunurlar.  VİDEO 👇👇👇 https://t.co/cFWZzUuDjX;0;0;0;0;tr;1578510948;1,70244E+18;oxuaz;https://twitter.com/oxuaz/status/1702440108366921879
Thu Sep 14 16:20:12 +0000 2023;1,70236E+18;Jalur zonasi 😭😂;0;0;0;0;in;1,32503E+18;1,70236E+18;sagittariuscnd;https://twitter.com/sagittariuscnd/status/1702356584280867254
Thu Sep 14 15:54:05 +0000 2023;1,70235E+18;@taronyet @tosenseofself Tetep aja SMADA masih unggulan, ada zonasi pun ada jalur prestasi;0;0;0;1;in;1,07599E+18;1,70215E+18;echantukubakso;https://twitter.com/echantukubakso/status/1702350010464317447
Thu Sep 14 15:19:47 +0000 2023;1,70234E+18;Diktatura zonası yatatmaq istəyirlər… Bütün bu deyilənlər isə 5 köpüyə dəyməz mənasız söz yığınıdır. Tipik irtica yanaşmasıdır.;0;1;0;2;tr;1570827176;1,70234E+18;eminibrahimov81;https://twitter.com/eminibrahimov81/status/1702341381497176495
Thu Sep 14 15:10:13 +0000 2023;1,70234E+18;zonasi kah ini?;0;0;0;0;in;1,03545E+18;1,70234E+18;FullDaSHxt;https://twitter.com/FullDaSHxt/status/1702338970724807049
Thu Sep 14 14:44:59 +0000 2023;1,70233E+18;@echantukubakso @tosenseofself Sekarang sistem zonasi jadi semua sekolah kek setara gitu gak ada unggulan²;0;1;0;0;in;1,55992E+18;1,70215E+18;taronyet;https://twitter.com/taronyet/status/1702332621659971854
Thu Sep 14 14:06:10 +0000 2023;1,70232E+18;@fauzanisuci Ci, masuk SD Negeri deket rumahku aja masya Allah, banyak yang ga pure zonasi dan tetanggaku kena bayat berjuta juta katanya lewat jalur ordal :( se sadis itu, padahal rumah nya cuma berapa puluh meter dr sekolahan. semoga uci bisa dapat sekolah yg bagus buat Abyan, semangaat 🥰;0;1;0;0;in;165105493;1,70215E+18;RafikaPutriii;https://twitter.com/RafikaPutriii/status/1702322855147675996
Thu Sep 14 13:07:41 +0000 2023;1,70231E+18;Perancang zonasi Bogor menyampaikan ada beberapa koreksian terkait dengan adanya duplikasi pasal dalam batang tubuh Raperda ini yang sebaiknya harus di hapus untuk menghindari kerancuan norma.    Kemenkumham Jabar   R. Andika Dwi Prasetya;0;1;0;0;in;7,27111E+17;1,70231E+18;lapas2acibinong;https://twitter.com/lapas2acibinong/status/1702308133589422131
Thu Sep 14 12:39:51 +0000 2023;1,7023E+18;@pentol_balap @tosenseofself Mau di zonasi jg masih banyak yg mau ke SMADA mas, ada jalur prestasi jg selain zonasi, blm lg ada yg rela pindah kk sodara yg deket SMADA;0;1;0;2;in;1,07599E+18;1,70215E+18;echantukubakso;https://twitter.com/echantukubakso/status/1702301130129342786
Thu Sep 14 12:03:57 +0000 2023;1,70229E+18;Вьетнам уруши хақида қизиқ бир китоб топиб олдим, бу хафта дам энди.   O'ldirish zonasi: Vyetnam urushidagi hayotim (Fridrick Downs, 1978);0;0;0;1;und;1,62861E+18;1,70229E+18;sariqqalampir;https://twitter.com/sariqqalampir/status/1702292096495862037
Thu Sep 14 11:54:37 +0000 2023;1,70229E+18;@IndoSepakbola @Rifqieffendiask @themaczmancom saya lebih setuju 4 wilayah sih.. 4 zona itu saya yakin jika terjadi paling tidak akomodasi nya berkuran jauh. misalnya tim sumatra gak harus ke jawa.. dan tim jawa hanya main di pulau jawa yang timur juga dibuat 2 zonasi. biar lebih murah dan harus ada subsidi silang;0;2;0;2;in;1,66488E+18;1,70225E+18;aniblogsan52394;https://twitter.com/aniblogsan52394/status/1702289749447434554
Thu Sep 14 11:37:25 +0000 2023;1,70229E+18;@iddo93 @MafiaWasit bagusnya dibuat 4 zonasi barat 1 dan 2 . timur 1 dan 2 kasihan tim yang gak punya uang untuk terbang tandang yang makan biaaya mahal;0;1;0;0;in;1,66488E+18;1,70228E+18;aniblogsan52394;https://twitter.com/aniblogsan52394/status/1702285417650012447
Thu Sep 14 11:29:14 +0000 2023;1,70228E+18;jalur zonasi 😭;0;0;0;0;in;1,65506E+18;1,70228E+18;cattobeads;https://twitter.com/cattobeads/status/1702283359156941281
Thu Sep 14 11:27:19 +0000 2023;1,70228E+18;@Goen_Prayoga @FKRSM_ @themaczmancom 4 zonasi artinya ada 5 tim satu grup... nah entar kalau udah selesai semua match dikandang barulah diadu lebih murah;0;0;0;0;in;1,66488E+18;1,70225E+18;aniblogsan52394;https://twitter.com/aniblogsan52394/status/1702282877986349265
Thu Sep 14 11:16:08 +0000 2023;1,70228E+18;@aniblogsan52394 @FKRSM_ @themaczmancom Mau 4 zonasi jugaa misal makasar gabung sama klub kalimantan dan bali tetep aja akomodasinya ngeri, dtmbah klo masih ada persipura/persiwa/persiram/serui/persidafon tetep aja mahal ongkosnya boss;0;2;1;1;in;244827859;1,70225E+18;Goen_Prayoga;https://twitter.com/Goen_Prayoga/status/1702280063000166439
Thu Sep 14 11:09:09 +0000 2023;1,70228E+18;@FKRSM_ @themaczmancom bang jujur yang bang ketika anda tahu realitas sepak bola untuk tim luar pulau jawa. anda akan miris dan tidak akan sanggup menahan fakta tersebut.  harusnya liga 1 itu sistemnya dibuat kayak 4 zonasi ... kalau kayak gini mahal di ongkos dan akomodasi;0;7;0;0;in;1,66488E+18;1,70225E+18;aniblogsan52394;https://twitter.com/aniblogsan52394/status/1702278305809141919
Thu Sep 14 10:57:53 +0000 2023;1,70228E+18;@astariasti Awal mulanya justru menurutku dari Bongseok, si kepala sekolahnya kan ngetrack posisi dari Mihyun. Pas udah tau settle di rumah sekarang, jadi decide bikin sekolah di daerah situ (faktor zonasi) 🤣;0;1;0;0;in;54826763;1,70225E+18;NurulUnyil;https://twitter.com/NurulUnyil/status/1702275468991623500
Thu Sep 14 08:36:51 +0000 2023;1,70224E+18;@echantukubakso @tosenseofself Bukannya skrg sekolah zonasi ya udah ga ada yg unggulan masuk susah gt;0;1;0;0;in;509806873;1,70215E+18;arniinda;https://twitter.com/arniinda/status/1702239977940328702
Thu Sep 14 08:42:22 +0000 2023;1,70224E+18;@arniinda @tosenseofself Mau zonasi atau blm, SMADA masuk sekolah unggulan kak, sampe sekarang jg sekolah ini tetep jadi rebutan di Nganjuk;0;0;0;1;in;1,07599E+18;1,70215E+18;echantukubakso;https://twitter.com/echantukubakso/status/1702241366385045892
Thu Sep 14 10:48:26 +0000 2023;1,70227E+18;@echantukubakso @tosenseofself unggulan jaman dulu, skrg zonasi ya sama ajaa, jaman dulu yg sekolah smada ya merata dr berbagai kecamatan toh🙏🤣;0;1;0;0;in;1,1995E+18;1,70215E+18;pentol_balap;https://twitter.com/pentol_balap/status/1702273092675059919
Thu Sep 14 08:35:54 +0000 2023;1,70224E+18;@PerkasaHabsyah Umurnya kurang buat zonasi🙄;0;0;0;0;in;6,9704E+17;1,70219E+18;evylagi;https://twitter.com/evylagi/status/1702239738537898082
Thu Sep 14 07:03:46 +0000 2023;1,70222E+18;@jek___ @elonmusk Bahasa inggris jalur zonasi inih 😂🤣;0;0;0;0;in;64961018;1,70218E+18;hermanfelany21;https://twitter.com/hermanfelany21/status/1702216552148590990
Thu Sep 14 05:48:36 +0000 2023;1,7022E+18;jalur zonasi gue nangis banget 😭😭😭;0;0;0;0;in;220548134;1,7022E+18;binhaour;https://twitter.com/binhaour/status/1702197635107750035
Thu Sep 14 05:26:29 +0000 2023;1,70219E+18;@kdrama_menfess Bongseok sistem zonasi, kan si kepala min yg bilang mau diriin sekolah deket rumah bongseok, soalnya mihyun si paling waspada;0;0;0;8;in;1,42804E+18;1,70218E+18;fetunsky;https://twitter.com/fetunsky/status/1702192072412012807
Thu Sep 14 04:56:23 +0000 2023;1,70218E+18;masih ada alasannya kenapa bisa masuk situ. Di sana ngga ada sistem zonasi sih ya kayak di sini 😂 •kdm•;0;1;0;7;in;1,01259E+18;1,70218E+18;kdrama_menfess;https://twitter.com/kdrama_menfess/status/1702184494856626525
